"studyid","workflowid","groupid","n","numerator","denominator","kri","score","flag"
"AA-AA-000-0000","kri0008","X027X",4,1,4,0.25,0.301139549195046,0
"AA-AA-000-0000","kri0008","X048X",4,1,4,0.25,0.301139549195046,0
"AA-AA-000-0000","kri0008","X089X",4,1,4,0.25,0.301139549195046,0
"AA-AA-000-0000","kri0008","X099X",4,1,4,0.25,0.301139549195046,0
"AA-AA-000-0000","kri0008","X124X",4,1,4,0.25,0.301139549195046,0
"AA-AA-000-0000","kri0008","X133X",17,4,17,0.235294117647059,0.0505505555184986,0
"AA-AA-000-0000","kri0008","X021X",20,4,20,0.2,0.0844623318552311,0
"AA-AA-000-0000","kri0008","X016X",5,1,5,0.2,0.361134529890596,0
"AA-AA-000-0000","kri0008","X094X",5,1,5,0.2,0.361134529890596,0
"AA-AA-000-0000","kri0008","X164X",5,1,5,0.2,0.361134529890596,0
"AA-AA-000-0000","kri0008","X174X",5,1,5,0.2,0.361134529890596,0
"AA-AA-000-0000","kri0008","X196X",5,1,5,0.2,0.361134529890596,0
"AA-AA-000-0000","kri0008","X212X",5,1,5,0.2,0.361134529890596,0
"AA-AA-000-0000","kri0008","X018X",11,2,11,0.181818181818182,0.241214331625542,0
"AA-AA-000-0000","kri0008","X009X",6,1,6,0.166666666666667,0.416021578793183,0
"AA-AA-000-0000","kri0008","X029X",7,1,7,0.142857142857143,0.466231962026302,0
"AA-AA-000-0000","kri0008","X137X",7,1,7,0.142857142857143,0.466231962026302,0
"AA-AA-000-0000","kri0008","X193X",7,1,7,0.142857142857143,0.466231962026302,0
"AA-AA-000-0000","kri0008","X037X",8,1,8,0.125,0.512160839712411,0
"AA-AA-000-0000","kri0008","X165X",8,1,8,0.125,0.512160839712411,0
"AA-AA-000-0000","kri0008","X173X",8,1,8,0.125,0.512160839712411,0
"AA-AA-000-0000","kri0008","X068X",16,2,16,0.125,0.640739761028131,0
"AA-AA-000-0000","kri0008","X086X",33,4,33,0.121212121212121,0.520358788492275,0
"AA-AA-000-0000","kri0008","X192X",27,3,27,0.111111111111111,0.498106158166209,0
"AA-AA-000-0000","kri0008","X002X",9,1,9,0.111111111111111,0.554170263135159,0
"AA-AA-000-0000","kri0008","X226X",9,1,9,0.111111111111111,0.554170263135159,0
"AA-AA-000-0000","kri0008","X235X",9,1,9,0.111111111111111,0.554170263135159,0
"AA-AA-000-0000","kri0008","X053X",10,1,10,0.1,0.592591925240747,0
"AA-AA-000-0000","kri0008","X013X",20,2,20,0.1,0.686556851930888,0
"AA-AA-000-0000","kri0008","X040X",22,2,22,0.0909090909090909,0.712075049734764,0
"AA-AA-000-0000","kri0008","X098X",11,1,11,0.0909090909090909,1,0
"AA-AA-000-0000","kri0008","X085X",12,1,12,0.0833333333333333,1,0
"AA-AA-000-0000","kri0008","X129X",12,1,12,0.0833333333333333,1,0
"AA-AA-000-0000","kri0008","X050X",27,2,27,0.0740740740740741,1,0
"AA-AA-000-0000","kri0008","X102X",69,5,69,0.072463768115942,0.827351858808265,0
"AA-AA-000-0000","kri0008","X033X",15,1,15,0.0666666666666667,1,0
"AA-AA-000-0000","kri0008","X141X",15,1,15,0.0666666666666667,1,0
"AA-AA-000-0000","kri0008","X231X",15,1,15,0.0666666666666667,1,0
"AA-AA-000-0000","kri0008","X236X",17,1,17,0.0588235294117647,1,0
"AA-AA-000-0000","kri0008","X090X",36,2,36,0.0555555555555556,0.763100549675234,0
"AA-AA-000-0000","kri0008","X083X",20,1,20,0.05,1,0
"AA-AA-000-0000","kri0008","X140X",25,1,25,0.04,0.716768567558747,0
"AA-AA-000-0000","kri0008","X126X",28,1,28,0.0357142857142857,0.505403457531608,0
"AA-AA-000-0000","kri0008","X128X",58,2,58,0.0344827586206897,0.226195168745134,0
"AA-AA-000-0000","kri0008","X130X",33,1,33,0.0303030303030303,0.354646003910982,0
"AA-AA-000-0000","kri0008","X055X",43,1,43,0.0232558139534884,0.170929805580244,0
"AA-AA-000-0000","kri0008","X010X",28,0,28,0,0.163485608481832,0
"AA-AA-000-0000","kri0008","X169X",28,0,28,0,0.163485608481832,0
"AA-AA-000-0000","kri0008","X201X",23,0,23,0,0.25235768741271,0
"AA-AA-000-0000","kri0008","X168X",17,0,17,0,0.38884041997306,0
"AA-AA-000-0000","kri0008","X025X",12,0,12,0,0.614413639105926,0
"AA-AA-000-0000","kri0008","X059X",12,0,12,0,0.614413639105926,0
"AA-AA-000-0000","kri0008","X081X",13,0,13,0,0.618039451189562,0
"AA-AA-000-0000","kri0008","X032X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X044X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X070X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X110X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X117X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X136X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X144X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X148X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X159X",8,0,8,0,1,0
"AA-AA-000-0000","kri0008","X179X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X202X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X209X",8,0,8,0,1,0
"AA-AA-000-0000","kri0008","X210X",4,0,4,0,1,0
"AA-AA-000-0000","kri0008","X008X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X011X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X014X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X015X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X017X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X020X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X023X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X024X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X028X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X030X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X031X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X035X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X038X",6,0,6,0,1,0
"AA-AA-000-0000","kri0008","X039X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X043X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X047X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X049X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X054X",9,0,9,0,1,0
"AA-AA-000-0000","kri0008","X057X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X058X",7,0,7,0,1,0
"AA-AA-000-0000","kri0008","X061X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X063X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X064X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X065X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X071X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X072X",7,0,7,0,1,0
"AA-AA-000-0000","kri0008","X073X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X075X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X076X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X080X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X082X",10,0,10,0,1,0
"AA-AA-000-0000","kri0008","X084X",10,0,10,0,1,0
"AA-AA-000-0000","kri0008","X088X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X093X",7,0,7,0,1,0
"AA-AA-000-0000","kri0008","X095X",6,0,6,0,1,0
"AA-AA-000-0000","kri0008","X097X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X103X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X105X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X108X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X109X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X113X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X114X",7,0,7,0,1,0
"AA-AA-000-0000","kri0008","X115X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X116X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X119X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X120X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X121X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X122X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X131X",7,0,7,0,1,0
"AA-AA-000-0000","kri0008","X135X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X143X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X152X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X156X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X158X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X160X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X161X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X166X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X167X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X175X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X180X",10,0,10,0,1,0
"AA-AA-000-0000","kri0008","X185X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X186X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X188X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X191X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X194X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X195X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X197X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X199X",9,0,9,0,1,0
"AA-AA-000-0000","kri0008","X204X",7,0,7,0,1,0
"AA-AA-000-0000","kri0008","X206X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X207X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X214X",3,0,3,0,1,0
"AA-AA-000-0000","kri0008","X215X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X217X",6,0,6,0,1,0
"AA-AA-000-0000","kri0008","X218X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X222X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X224X",5,0,5,0,1,0
"AA-AA-000-0000","kri0008","X225X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X228X",1,0,1,0,1,0
"AA-AA-000-0000","kri0008","X230X",9,0,9,0,1,0
"AA-AA-000-0000","kri0008","X234X",2,0,2,0,1,0
